filename,source,true_binary,pred_binary,true_level,pred_level,manual_error_factor_hint
coco_IMG_20250401_150634_jpg.rf.4wrRW10iXbIt6JRqz2Tr.jpg,coco:coco:IMG_20250401_150634_jpg.rf.4wrRW10iXbIt6JRqz2Tr.jpg,1,1,medium,small,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_163632_jpg.rf.GjWNTIJRF7MInbxAQIUu.jpg,coco:coco:IMG_20250401_163632_jpg.rf.GjWNTIJRF7MInbxAQIUu.jpg,0,1,none,small,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_154912_jpg.rf.wspyHXQOhs0LU9sMteTp.jpg,coco:coco:IMG_20250401_154912_jpg.rf.wspyHXQOhs0LU9sMteTp.jpg,1,1,small,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_154958_jpg.rf.I1ljVgU1hPOEtP2GZ08a.jpg,coco:coco:IMG_20250401_154958_jpg.rf.I1ljVgU1hPOEtP2GZ08a.jpg,1,1,medium,small,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_150053_jpg.rf.VeQoA2UqqLLc2hxPdahl.jpg,coco:coco:IMG_20250401_150053_jpg.rf.VeQoA2UqqLLc2hxPdahl.jpg,1,1,small,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_160441_jpg.rf.yu233eNzGI7IiQaA1W7H.jpg,coco:coco:IMG_20250401_160441_jpg.rf.yu233eNzGI7IiQaA1W7H.jpg,1,1,small,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_152417_jpg.rf.Dz54erFPSkSaXf5KnFkR.jpg,coco:coco:IMG_20250401_152417_jpg.rf.Dz54erFPSkSaXf5KnFkR.jpg,1,1,small,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_151529_jpg.rf.zgHdvpPjtZmeudDvg5cv.jpg,coco:coco:IMG_20250401_151529_jpg.rf.zgHdvpPjtZmeudDvg5cv.jpg,1,1,medium,small,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_163738_jpg.rf.Js71zVAekHLUQUH859To.jpg,coco:coco:IMG_20250401_163738_jpg.rf.Js71zVAekHLUQUH859To.jpg,1,1,large,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_163554_jpg.rf.ab6jbsJunaAidYpWxIA3.jpg,coco:coco:IMG_20250401_163554_jpg.rf.ab6jbsJunaAidYpWxIA3.jpg,1,1,large,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_163216_jpg.rf.ca0S9sZigNLpBOGgUHcf.jpg,coco:coco:IMG_20250401_163216_jpg.rf.ca0S9sZigNLpBOGgUHcf.jpg,1,1,small,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_150227_jpg.rf.876oYOvQlMHC5VMeX4fZ.jpg,coco:coco:IMG_20250401_150227_jpg.rf.876oYOvQlMHC5VMeX4fZ.jpg,1,1,small,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_163939_jpg.rf.rVFuz9tyVmYLV5hIf6W6.jpg,coco:coco:IMG_20250401_163939_jpg.rf.rVFuz9tyVmYLV5hIf6W6.jpg,1,1,large,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_150759_jpg.rf.lAs0Q71OqlqLxu37yJI0.jpg,coco:coco:IMG_20250401_150759_jpg.rf.lAs0Q71OqlqLxu37yJI0.jpg,0,1,none,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_145641_jpg.rf.LZokaH2X3UZqJtbGYfQD.jpg,coco:coco:IMG_20250401_145641_jpg.rf.LZokaH2X3UZqJtbGYfQD.jpg,1,1,small,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_155606_jpg.rf.QvuINUf4Y7DYEiSQnREP.jpg,coco:coco:IMG_20250401_155606_jpg.rf.QvuINUf4Y7DYEiSQnREP.jpg,1,1,large,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_151528_jpg.rf.SgN7WyO46Bp1zjvweeZL.jpg,coco:coco:IMG_20250401_151528_jpg.rf.SgN7WyO46Bp1zjvweeZL.jpg,1,1,small,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_155619_jpg.rf.2QAJLMBOhhEV6weUihKN.jpg,coco:coco:IMG_20250401_155619_jpg.rf.2QAJLMBOhhEV6weUihKN.jpg,0,0,none,small,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
coco_IMG_20250401_163508_jpg.rf.3jHL38wcL8E3SZcbfEH3.jpg,coco:coco:IMG_20250401_163508_jpg.rf.3jHL38wcL8E3SZcbfEH3.jpg,1,0,medium,none,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_39-393639_empty-water-bottle-png-transparent-png.png,folder_yolo:Full  Water level/Full  Water level/39-393639_empty-water-bottle-png-transparent-png.png,0,1,none,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_benefits-of-drinking-from-glass-water-bottle-health_g_60_11zon.jpeg,folder_yolo:Full  Water level/Full  Water level/benefits-of-drinking-from-glass-water-bottle-health_g_60_11zon.jpeg,1,1,large,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_drinking-water-bottle-png-7.png,folder_yolo:Full  Water level/Full  Water level/drinking-water-bottle-png-7.png,1,1,large,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_empty-clear-drinking-water-bottle-studio-shot-isolated-on-white-background-J7YDN2_66_11zon.jpeg,folder_yolo:Full  Water level/Full  Water level/empty-clear-drinking-water-bottle-studio-shot-isolated-on-white-background-J7YDN2_66_11zon.jpeg,0,1,none,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_Microplastics-found-in-Nestle-and-Danone-bottled-waters_488_11zon.jpeg,folder_yolo:Full  Water level/Full  Water level/Microplastics-found-in-Nestle-and-Danone-bottled-waters_488_11zon.jpeg,0,1,none,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_Numbers_Behind_Water_Bottles2_099693d4-be78-45e8-bc4c-007319ffe0ac_1024x1024_493_11zon.jpeg,folder_yolo:Full  Water level/Full  Water level/Numbers_Behind_Water_Bottles2_099693d4-be78-45e8-bc4c-007319ffe0ac_1024x1024_493_11zon.jpeg,1,1,large,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_1571450-the-bottle-is-half-full-beverage-drinking-water-photocase-stock-photo-large.jpeg,folder_yolo:Half water level/Half water level/1571450-the-bottle-is-half-full-beverage-drinking-water-photocase-stock-photo-large.jpeg,1,1,large,small,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_360_F_1554527_gNGV7ex4kYfcwkMAP1h0g0gHOqA7IL_5_11zon.jpeg,folder_yolo:Half water level/Half water level/360_F_1554527_gNGV7ex4kYfcwkMAP1h0g0gHOqA7IL_5_11zon.jpeg,1,1,medium,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_360_F_293053226_hVuUD2LNvldnoNb0BuqF8cBMQBMXIh4q_4_11zon.jpeg,folder_yolo:Half water level/Half water level/360_F_293053226_hVuUD2LNvldnoNb0BuqF8cBMQBMXIh4q_4_11zon.jpeg,1,1,medium,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_630-leak-proof-stayle-sipper-bottle-l-transparent-water-bottle-original-imagfzz5kcaxykhd.jpeg,folder_yolo:Half water level/Half water level/630-leak-proof-stayle-sipper-bottle-l-transparent-water-bottle-original-imagfzz5kcaxykhd.jpeg,1,1,medium,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_bottle-half-filled-water-blue-169564825_30_11zon.jpeg,folder_yolo:Half water level/Half water level/bottle-half-filled-water-blue-169564825_30_11zon.jpeg,1,1,medium,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_bottled20water_3_11zon.jpeg,folder_yolo:Half water level/Half water level/bottled20water_3_11zon.jpeg,1,1,medium,none,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_glass-of-water-transparent-background-11_30_11zon.jpeg,folder_yolo:Half water level/Half water level/glass-of-water-transparent-background-11_30_11zon.jpeg,1,1,medium,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_half-empty-plastic-mineral-water-bottle-on-a-green-lawn-BREMD2_32_11zon.jpeg,folder_yolo:Half water level/Half water level/half-empty-plastic-mineral-water-bottle-on-a-green-lawn-BREMD2_32_11zon.jpeg,0,1,none,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_half-full-water-bottle-with-white-cap-on-a-metal-table-and-white-background-2GGG910_37_11zon.jpeg,folder_yolo:Half water level/Half water level/half-full-water-bottle-with-white-cap-on-a-metal-table-and-white-background-2GGG910_37_11zon.jpeg,1,1,large,small,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_halfemptyhalffull.png,folder_yolo:Half water level/Half water level/halfemptyhalffull.png,0,1,none,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_images68_55_11zon.jpeg,folder_yolo:Half water level/Half water level/images68_55_11zon.jpeg,1,1,medium,none,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_IMG20221226183446_32_11zon.jpeg,folder_yolo:Half water level/Half water level/IMG20221226183446_32_11zon.jpeg,1,1,medium,small,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_plastic-bottle-water-half-full-reflective-surface-107565079_62_11zon.jpeg,folder_yolo:Half water level/Half water level/plastic-bottle-water-half-full-reflective-surface-107565079_62_11zon.jpeg,1,1,large,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
weak_images_14_11zon.jpeg,folder_yolo:Overflowing/Overflowing/images_14_11zon.jpeg,1,1,large,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
newtrashy_none_0070_IMG20231017220403_jpg.rf.b33c28c796259135d5a956e775f5a6c6.jpg,newtrashy_none:train/IMG20231017220403_jpg.rf.b33c28c796259135d5a956e775f5a6c6.jpg#ann0,0,1,none,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
newtrashy_none_0092_IMG20231022103220_jpg.rf.d468ab66dc4f930e84db8848cb9628c9.jpg,newtrashy_none:train/IMG20231022103220_jpg.rf.d468ab66dc4f930e84db8848cb9628c9.jpg#ann0,0,1,none,none,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
newtrashy_none_0101_bottledWater1_jpg.rf.67737cf11fff3f898bcfc526573977a4.jpg,newtrashy_none:train/bottledWater1_jpg.rf.67737cf11fff3f898bcfc526573977a4.jpg#ann0,0,1,none,none,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
newtrashy_none_0120_IMG20231022114112_jpg.rf.0a77652f9eb5caee0f65d4c53d8bb763.jpg,newtrashy_none:train/IMG20231022114112_jpg.rf.0a77652f9eb5caee0f65d4c53d8bb763.jpg#ann0,0,1,none,none,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
newtrashy_none_0122_test79_jpg.rf.353b7eedba98b13c0974602040eec8b4.jpg,newtrashy_none:train/test79_jpg.rf.353b7eedba98b13c0974602040eec8b4.jpg#ann0,0,1,none,none,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
data_data_0073_微信图片_20260512161536_242_26.jpg,data_data:微信图片_20260512161536_242_26.jpg,0,1,none,none,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
data_data_0079_微信图片_20260512161541_248_26.jpg,data_data:微信图片_20260512161541_248_26.jpg,1,1,small,none,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
data_data_0105_微信图片_20260512161612_278_26.jpg,data_data:微信图片_20260512161612_278_26.jpg,1,0,large,none,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0020_image_0521.jpg,database:internet:image_0521.jpg,1,1,large,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0021_image_0522.jpg,database:internet:image_0522.jpg,1,1,large,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0022_image_0523.jpg,database:internet:image_0523.jpg,1,1,medium,small,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0079_image_0584.jpg,database:internet:image_0584.jpg,1,1,small,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0103_image_0609.jpg,database:internet:image_0609.jpg,0,1,none,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0111_image_0617.jpg,database:internet:image_0617.jpg,0,1,none,small,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0138_image_0644.jpg,database:internet:image_0644.jpg,1,1,large,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0150_image_0659.jpg,database:internet:image_0659.jpg,0,1,none,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0202_image_0718.jpg,database:internet:image_0718.jpg,1,1,small,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0228_image_0751.jpg,database:internet:image_0751.jpg,1,1,small,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0231_image_0754.jpg,database:internet:image_0754.jpg,1,1,small,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0232_image_0755.jpg,database:internet:image_0755.jpg,1,1,small,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0260_image_0786.jpg,database:internet:image_0786.jpg,1,1,small,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0290_image_0816.jpg,database:self-shot:image_0816.jpg,1,1,large,medium,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0347_image_0873.jpg,database:self-shot:image_0873.jpg,1,1,small,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0349_image_0875.jpg,database:self-shot:image_0875.jpg,1,0,large,none,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0354_image_0880.jpg,database:self-shot:image_0880.jpg,1,1,medium,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0357_image_0883.jpg,database:self-shot:image_0883.jpg,1,1,medium,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
database_0395_image_0921.jpg,database:self-shot:image_0921.jpg,1,1,small,large,check: reflection / label occlusion / transparent liquid / horizontal pose / complex background
